"Event","District","Nature","How_Received","Date","Time","Force_Level","Suspect_Condition","Suspect_Armed","Suspect_Injured","Suspect_Role","Officer_Injured","Officer_Exposed_to_BBP","Suspect_Gender","Suspect_Age","Suspect_Race"
"B19-34315","2","SUSPICIOUS ACT","TELEPHONE","8/18/2019","0:25","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Female","26","Asian/Pacific Islander"
"B19-34315","2","SUSPICIOUS ACT","TELEPHONE","8/18/2019","0:25","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","41","Black"
"B19-34713","4","TRESPASS","TELEPHONE","8/20/2019","16:30","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-35075","5","WARRANT SERVICE","TELEPHONE","8/22/2019","19:15","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B19-35201","2","WELFARE CHECK","TELEPHONE","8/23/2019","13:30","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","48","White, Black"
"B19-35774","3","WELFARE CHECK","911","8/26/2019","15:45","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","26","White"
"B19-35915","1","ROBBERY","911","8/27/2019","21:07","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","18","Black"
"B19-35915","1","ROBBERY","911","8/27/2019","21:07","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","15","White"
"B19-35915","1","ROBBERY","911","8/27/2019","21:07","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","18","White"
"B19-35915","1","ROBBERY","911","8/27/2019","21:07","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","17","Black"
"B19-36164","4","WEAPONS","911","9/28/2019","22:20","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","22","Black"
"B19-37025","5","DISTURBANCE","TELEPHONE","9/3/2019","22:03","1","NORMAL","YES","NO","OFFENDER","NO","NO","Male","28","Black"
"B19-37530","4","WARRANT SERVICE","OFFICER REPORT","9/6/2019","23:23","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-37562","4","SUSPICIOUS ACT","TELEPHONE","9/6/2019","2:56","1","NORMAL","NO","NO","ARRESTED","NO","NO","Male","25","White"
"B19-37562","4","SUSPICIOUS ACT","TELEPHONE","9/6/2019","2:56","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-37562","4","SUSPICIOUS ACT","TELEPHONE","9/6/2019","2:56","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","33","White"
"B19-37562","4","SUSPICIOUS ACT","TELEPHONE","9/6/2019","2:56",NA,"NORMAL","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B19-37562","4","SUSPICIOUS ACT","TELEPHONE","9/6/2019","2:56",NA,"NORMAL","NO","NO","ARRESTEE","NO","NO","Female","21","White"
"B19-37562","4","SUSPICIOUS ACT","TELEPHONE","9/6/2019","2:56","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","35","White"
"B19-37880","1","DISTURBANCE","OFFICER REPORT","9/8/2019","0:37","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B19-37931*","1","WARRANT SERVICE","OFFICER REPORT","9/8/2019","13:13","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","62","White"
"B19-37932","5","WELFARE CHECK","TELEPHONE","9/8/2019","13:30","1","MENTALLY DISTURBED","NO","NO","INVOLVED","YES","NO","Female","21","White"
"B19-38346","4","SUSPICIOUS ACT","TELEPHONE","9/11/2019","1:38","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","27","White"
"B19-38613","3","DOMESTIC","TELEPHONE","9/12/2019","17:15","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","31","White"
"B19-38613","","DOMESTIC","TELEPHONE","9/12/2019","17:15","1","NORMAL","NO","NO","VICTIM","NO","NO","Female","22","White"
"B19-38667","4","SUSPICIOUS ACT","OFFICER REPORT","9/13/2019","0:05","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","39","White"
"B19-38978","3","THEFT","911","9/14/2019","19:30","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Female","14","White"
"B19-39314","4","WEAPONS","911","9/16/2019","21:37","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","66","Black"
"B19-39324","3","WARRANT SERVICE","TELEPHONE","9/17/2019","23:10","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B19-39761","2","SERVICE ","911","9/19/2019","23:16","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Male","26","White"
"B19-39797","5","WELFARE CHECK","TELEPHONE","9/20/2019","9:46","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","17","White"
"B19-39893","5","DISTURBANCE","911","9/20/2019","18:15","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B19-40068","2","ASSAULT","911","9/21/2019","19:21","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B19-40324","5","WELFARE CHECK","TELEPHONE","9/23/2019","19:41","1","INTOXICATED","NO","NO","JUVENILE REFERRAL","NO","NO","Female","17","White"
"B19-40465","5","DOMESTIC ","911","9/24/2019","16:08","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B19-40505","5","TRAFFIC STOP","OFFICER REPORT","9/24/2019","20:58","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","23","White"
"B19-40992","4","CIVIL","TELEPHONE","9/28/2019","1:45","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","29","White"
"B19-41108","5","WEAPONS","911","9/28/2019","18:35","2","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Female","37","Black"
"B19-41460","1","FIGHT
","911","10/1/2019","0:11","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","30","White"
"B19-42037","3","TRAFFIC STOP","OFFICER REPORT","10/4/2019","16:54","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","42","White"
"B19-42212","4","WARRANT SERVICE","OFFICER REPORT","10/5/2019","17:32","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B19-42238","4","FIGHT","911","10/5/2019","20:04","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-42269","4","DISTURBANCE","TELEPHONE","10/6/2019","0:00","1","INTOXICATED","NO","NO","","NO","NO","Male","55","Black"
"B19-42426
","4","DOMESTIC","TELEPHONE","10/7/2019","14:14","1","MENTALLY DISTURBED","NO","NO","JUVENILE REFERRAL","NO","NO","Male","16","White"
"B19-42530","3","DOMESTIC","911","10/8/2019","3:51","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","25","Black"
"B19-42530","3","DOMESTIC","911","10/8/2019","3:51","1","NORMAL","NO","NO","MENTIONED","NO","NO","Male","25","Black"
"B19-42867
","3","TRAFFIC STOP","OFFICER REPORT","10/10/2019","0:36","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","29","White"
"B19-42872
","3","TRAFFIC STOP","OFFICER REPORT","10/10/2019","1:38","1","MENTALLY DISTURBED","NO","NO","OFFENDER","NO","NO","Male","68","White"
"B19-43135","3","BURGLARY","TELEPHONE","10/11/2019","17:26","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","46","White"
"B19-43190","2","BURGLARY","911","10/12/2019","0:59","2","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","24","White"
"B19-43419","3","ASSAULT","TELEPHONE","10/13/2019","8:32","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","20","Black"
"B19-44194","3","THEFT","OFFICER REPORT","10/18/2019","16:39","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","28","Black"
"B19-44577
","2","TRAFFIC STOP","OFFICER REPORT","10/21/2019","20:36","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","38","Black"
"B19-44998","4","DISTURBANCE","TELEPHONE","10/24/2019","17:56","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","18","White"
"B19-45111","1","THEFT","TELEPHONE","10/25/2019","15:43","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-45521","5","RECOVERED VT","OFFICER REPORT","10/28/2019","15:09","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B19-46043","2","VANDALISM","TELEPHONE","11/1/2019","2:50","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","21","White"
"B19-46519","3","TRAFFIC STOP","OFFICER REPORT","11/4/2019","1:20","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","Black"
"B19-46793","5","TRESPASS","TELEPHONE","11/5/2019","20:57","2","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","23","White"
"B19-46826","3","SUSPICIOUS ACT","OFFICER REPORT","11/6/2019","1:27","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","39","White"
"B19-46908","3","DOMESTIC","TELEPHONE","11/6/2019","16:30","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","39","White"
"B19-46915","5","DOMESTIC
","TELEPHONE","11/6/2019","17:06","1","MENTALLY DISTURBED","NO","NO","JUVENILE REFERRAL","NO","NO","Male","15","White"
"B19-47167","5","WARRANT SERVICE","OFFICER REPORT","11/8/2019","7:05",NA,"NORMAL","NO","NO","ARRESTEE","NO","NO","Male","33","Black"
"B19-47222","1","DISTURBANCE","911","11/9/2019","2:55","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","38","White"
"B19-47346","1","FIGHT","911","11/10/2019","0:43","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B19-47323","5","WEAPONS","TELEPHONE","11/9/2019","22:03","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B19-47323","5","WEAPONS","TELEPHONE","11/9/2019","22:03","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-47410","5","WEAPONS","TELEPHONE","11/10/2019","18:48","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Female","56","White, Black"
"B19-48202","5","DOMESTIC
","TELEPHONE","11/16/2019","12:16","1","MENTALLY DISTURBED","NO","NO","JUVENILE REFERRAL","NO","YES","Male","17","Native American"
"B19-48241","4","WARRANT SERVICE","TELEPHONE","11/16/2019","16:30","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B19-48257","3","WEAPONS","911","11/16/2019","19:21","1","UNKNOWN
","YES","NO","ARRESTEE","NO","NO","Male","47","Black"
"B19-48351","1","SERVICE ","TELEPHONE","11/17/2019","16:15","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","43","White"
"B19-48371","4","DOMESTIC","911","11/17/2019","17:57","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","42","Black"
"B19-48460","3","DISTURBANCE","911","11/18/2019","14:43","1","MENTALLY DISTURBED","NO","NO","MENTIONED","NO","NO","Male","24","White"
"B19-48881","4","ATL","TELEPHONE","11/21/2019","7:55","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","60","White"
"B19-48233","4","DOMESTIC","911","11/25/2019","15:31","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","26","Black"
"B19-49464","4","DISTURBANCE","911","11/25/2019","10:58","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Female","55","White"
"B19-49004","4","FOLLOW UP","OFFICER REPORT","11/26/2019","17:00","1","NORMAL","YES","NO","JUVENILE REFERRAL","NO","NO","Male","15","Asian/Pacific Islander"
"B19-49936","4","TRAFFIC STOP","OFFICER REPORT","11/28/2019","20:41","1","UNKNOWN","YES","NO","INVOLVED","NO","NO","Female","25","Black"
"B19-49936","4","TRAFFIC STOP","OFFICER REPORT","11/28/2019","20:41","1","INTOXICATED","NO","NO","INVOLVED
","NO","NO","Male","34","Black"
"B19-49986","1","SUSPICIOUS ACT","OFFICER REPORT","11/29/2019","14:50","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B19-50512","4","WEAPONS","911","12/3/2019","21:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","28","White"
"B19-50932","4","WELFARE CHECK","TELEPHONE","12/6/2019","15:43","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","43","White"
"B19-51525","1","DISTURBANCE","911","12/10/2019","22:20","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-51173","1","ALARM","TELEPHONE","12/8/2019","3:14","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","22","White"
"B19-51173","1","ALARM","TELEPHONE","12/8/2019","3:14","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","29","White"
"B19-51601","1","FIGHT","911","12/11/2019","14:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Female","46","White"
"B19-52140","1","DISTURBANCE","911","12/15/2019","4:02","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","38","Asian/Pacific Islander"
"B19-52140","1","DISTURBANCE","911","12/15/2019","4:02","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Male","UNK","White"
"B19-52855","5","WEAPONS","TELEPHONE
","12/20/2019","20:02","1","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Male","37","White"
"B19-53782","4","DOMESTIC","911","12/28/2019","18:28","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","30","White"
"B19-53997","3","BURGLARY","TELEPHONE","12/30/2019","19:44","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","17","White"
"B19-49465","4","DISTURBANCE","911","11/25/2019","10:44","1","MENTALLY DISTURBED","NO","NO","OFFENDER","NO","NO","Female","55","White"
"B19-52810
","1","WARRANT SERVICE","OFFICER REPORT","12/20/2019","14:24","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B19-45741","4","SERVICE","OFFICER REPORT","10/29/2019","23:23","2","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","38","White"
"B19-53799","3","WELFARE CHECK","911","12/28/2019","20:49","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","22","Black & Hispanic"
"B20-00125","5","WEAPONS IP","911 LINE","2020-01-01T00:00:00","23:40:00","1","NORMAL","YES","NO","OFFENDER","NO","NO","Female","17","Black"
"B20-00102","5","SUSPICIOUS","OFFICER REPORT ","2020-01-01T00:00:00","20:11:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","47","White"
"B20-00125","5","WEAPONS IP","911 LINE","2020-01-01T00:00:00","23:40:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Female","18","White"
"B20-00125","5","WEAPONS IP","911 LINE","2020-01-01T00:00:00","23:40:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Female","17","Black"
"B20-00125","5","WEAPONS IP","911 LINE","2020-01-01T00:00:00","23:40:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Female","16","Black"
"B20-00347","1","DISTURBANCE IP","911 LINE","2020-01-03T00:00:00","18:22:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","24","White"
"B20-00274","5","TRESPASS IP","TELEPHONE","2020-01-03T00:00:00","06:32:00","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","43","White"
"B19-42354","4","ROBBERY","OFFICER REPORT ","2020-01-04T00:00:00","12:11:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","31","White"
"B20-00914","4","DISTURBANCE IP","TELEPHONE","2020-01-08T00:00:00","02:04:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","24","Black"
"B20-00859","3","SUSPICIOUS","911 LINE","2020-01-08T00:00:00","19:20:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","24","Black"
"B20-01182","2","WARRANT SERVICE","TELEPHONE","2020-01-09T00:00:00","22:13:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","29","Black"
"B20-01071","3","TRESPASS IP","TELEPHONE","2020-01-09T00:00:00","08:22:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","29","Black"
"B20-01663","1","DISTURBANCE IP","TELEPHONE","2020-01-13T00:00:00","02:30:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","25",""
"B20-01724","2","WARRANT SERVICE","TELEPHONE","2020-01-13T00:00:00","14:12:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","19","Black"
"B20-01681","5","ACCIDENT LSA IP","TELEPHONE","2020-01-13T00:00:00","09:46:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","43","White"
"B20-02007","1","WEAPONS IP","TELEPHONE","2020-01-15T00:00:00","13:56:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","28","White"
"B20-02344","3","TRAFFIC STOP","OFFICER REPORT ","2020-01-17T00:00:00","01:22:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B20-02452","5","WARRANT SERVICE","TELEPHONE","2020-01-17T00:00:00","18:30:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B20-02913","5","TRESPASS IP","911 LINE","2020-01-20T00:00:00","22:38:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","Native American"
"B20-03168","5","WARRANT SERVICE","TELEPHONE","2020-01-22T00:00:00","13:44:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","45","White"
"B20-03487","3","WARRANT SERVICE","TELEPHONE","2020-01-24T00:00:00","14:34:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","48","White"
"B20-03506","5","SUSPICIOUS","TELEPHONE","2020-01-24T00:00:00","17:03:00","1","MENTALLY DISTURBED ","YES","YES","ARRESTEE","NO","NO","Male","27","White"
"B20-03646","4","DOMESTIC IP","TELEPHONE","2020-01-25T00:00:00","15:32:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","31","Black"
"B20-03594","2","DOMESTIC IP","TELEPHONE","2020-01-25T00:00:00","05:56:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","16","White"
"B20-03683","1","DISTURBANCE IP","911 LINE","2020-01-25T00:00:00","21:13:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","15","Hispanic"
"B20-04362","4","VEH THEFT IP","TELEPHONE","2020-01-30T00:00:00","17:21:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","39","White"
"B20-04442","2","FIGHT IP","911 LINE","2020-01-31T00:00:00","04:04:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","27","Black"
"B20-04617","4","TRAFFIC STOP","OFFICER REPORT ","2020-02-01T00:00:00","01:19:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","17","White"
"B20-04694","3","TRAFFIC STOP","OFFICER REPORT ","2020-02-01T00:00:00","14:45:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","22","Black"
"B20-05018","5","THEFT","TELEPHONE","2020-02-03T00:00:00","16:36:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Female","21","White"
"B20-05100","5","THEFT","911 LINE","2020-02-04T00:00:00","00:57:44","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B20-05202","3","WELFARE CHK","911 LINE","2020-02-04T00:00:00","18:36:43","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","32","White"
"B20-05286","1","THEFT","TELEPHONE","2020-02-05T00:00:00","11:39:21","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","27","Black"
"B20-05662","4","WARRANT SERVICE","TELEPHONE","2020-02-07T00:00:00","21:14:33","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","36","White"
"B20-06189","3","SUSPICIOUS","911 LINE","2020-02-11T00:00:00","18:03:09","1","UNKNOWN","YES","NO","INVOLVED","NO","NO","Female","54","White"
"B20-06189","3","SUSPICIOUS","911 LINE","2020-02-11T00:00:00","18:03:12","2","MENTALLY DISTURBED ","YES","YES","ARRESTEE","NO","NO","Male","46","White"
"B20-06329","1","DISTURBANCE","911 LINE","2020-02-12T00:00:00","15:46:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","42","White"
"B20-06484","1","WELFARE CHK","TELEPHONE","2020-02-13T00:00:00","18:36:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","52","White"
"B20-06503","3","WARRANT SERVICE","OFFICER REPORT ","2020-02-14T00:00:00","20:01:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","27","White"
"B20-06763","3","SUSPICIOUS","OFFICER REPORT ","2020-02-15T00:00:00","18:19:12","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B20-07054","1","WARRANT SERVICE","OFFICER REPORT ","2020-02-17T00:00:00","17:44:12","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","40","White"
"B20-07318","1","WARRANT SERVICE","OFFICER REPORT ","2020-02-19T00:00:00","15:03:56","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","48","White"
"B20-07470","5","WARRANT SERVICE","TELEPHONE","2020-02-20T00:00:00","12:13:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","28","Black"
"B20-08068","4","DISTURBANCE IP","911 LINE","2020-02-23T00:00:00","19:15:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","50","Black"
"B20-08444","4","WELFARE CHK","TELEPHONE","2020-02-26T00:00:00","19:50:00","1","MENTALLY DISTURBED ","NO","NO","ARRESTEE","NO","NO","Female","28","White"
"B20-08549","1","DOMESTIC IP","TELEPHONE","2020-02-27T00:00:00","12:05:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","30","White"
"B20-08569","3","WELFARE CHK","911 LINE","2020-02-27T00:00:00","13:56:00","1","MENTALLY DISTURBED ","NO","NO","INVOLVED","NO","NO","Male","25","White"
"B20-08817","3","SUSPICIOUS","OFFICER REPORT ","2020-02-28T00:00:00","21:55:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","White"
"B20-08728","3","WELFARE CHK","TELEPHONE","2020-02-29T00:00:00","13:52:00","1","MENTALLY DISTURBED ","NO","NO","INVOLVED","NO","NO","Female","33","White"
"B20-09123","5","DISTURBANCE IP","911 LINE","2020-03-01T00:00:00","16:30:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B20-09272","4","WARRANT SERVICE","TELEPHONE","2020-03-02T00:00:00","15:25:44","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","58","Black"
"B20-09316","4","SEX ASSAULT","TELEPHONE","2020-03-02T00:00:00","19:56:33","1","MENTALLY DISTURBED ","NO","NO","INVOLVED","NO","NO","Female","51","White"
"B20-09316","4","SEX ASSAULT","TELEPHONE","2020-03-02T00:00:00","19:56:33","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","18","White"
"B20-09359","3","TRAFFIC STOP","OFFICER REPORT ","2020-03-03T00:00:00","01:45:16","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","33","Black"
"B20-09677","4","WELFARE CHK","TELEPHONE","2020-03-04T00:00:00","20:27:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","39","White"
"B20-09725","1","WEAPONS IP","911 LINE","2020-03-04T00:00:00","23:04:00","2","INTOXICATED","YES","YES","ARRESTEE","NO","NO","Male","32","White"
"B20-09741","1","BURGLARY","TELEPHONE","2020-03-05T00:00:00","03:28:50","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","56","White"
"B20-09755","1","ROV IP","911 LINE","2020-03-05T00:00:00","08:48:00","1","MENTALLY DISTURBED ","NO","NO","ARRESTEE","NO","NO","Male","44","White"
"B20-09946","3","BURGLARY","911 LINE","2020-03-06T00:00:00","04:09:11","1","INTOXICATED","NO","NO","OFFENDER","NO","NO","Male","31","White"
"B20-09484","1","SERVICE","OFFICER REPORT ","2020-03-06T00:00:00","13:15:00","1","MENTALLY DISTURBED ","NO","YES","ARRESTEE","NO","NO","Male","30","White"
"B20-10327","5","TRAFFIC STOP","OFFICER REPORT ","2020-03-08T00:00:00","03:39:18","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Female","35","White"
"B20-11424","4","WEAPONS IP","911 LINE","2020-03-15T00:00:00","21:35:02","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","20","White"
"B20-11424","4","WEAPONS IP","911 LINE","2020-03-15T00:00:00","21:35:02","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","20","White"
"B20-11572","3","WARRANT SERVICE","TELEPHONE","2020-03-17T00:00:00","02:11:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","37","White"
"B20-11754","3","FIGHT IP","TELEPHONE","2020-03-18T00:00:00","14:55:00","1","INTOXICATED","NO","YES","INVOLVED","NO","NO","Male","31","White"
"B20-11885","1","WEAPONS IP","TELEPHONE","2020-03-19T00:00:00","18:58:00","1","UNKNOWN","YES","NO","INVOLVED","NO","NO","Male","54","White"
"B20-12069","4","DISTURBANCE IP","TELEPHONE","2020-03-21T00:00:00","16:41:28","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B20-12050","1","SERVICE","911 LINE","2020-03-21T00:00:00","12:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","YES","Male","33","White"
"B20-12366","4","ROBBERY IP","911 LINE","2020-03-25T00:00:00","22:30:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","51","White"
"B20-12366","4","ROBBERY IP","911 LINE","2020-03-25T00:00:00","22:30:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","54","White"
"B20-12366","4","ROBBERY IP","911 LINE","2020-03-25T00:00:00","22:30:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","39","White"
"B20-12366","4","ROBBERY IP","911 LINE","2020-03-25T00:00:00","22:30:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","44","White"
"B20-12395","5","BURGLARY IP","TELEPHONE","2020-03-25T00:00:00","09:33:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B20-12686","1","DOMESTIC IP","TELEPHONE","2020-03-28T00:00:00","01:04:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","YES","Male","31","White"
"B20-12751","5","DISTURBANCE IP","TELEPHONE","2020-03-28T00:00:00","18:28:00","1","MENTALLY DISTURBED ","NO","YES","ARRESTEE","YES","YES","Male","34","White"
"B20-12964","5","ROBBERY","911 LINE","2020-03-31T00:00:00","19:00:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","31","Black"
"B20-12992","4","THEFT","TELEPHONE","2020-04-02T00:00:00","10:48:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B20-13314","5","SUSPICIOUS","TELEPHONE","2020-04-03T00:00:00","15:43:00","2","NORMAL","YES","YES","ARRESTEE","NO","NO","Male","36","White"
"B20-13586","5","DOMESTIC IP","TELEPHONE","2020-04-06T00:00:00","01:36:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","25","Hispanic"
"B20-13666","5","WELFARE CHK","911 LINE","2020-04-06T00:00:00","17:47:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","27","Native American & Hispanic"
"B20-13742","5","ASSAULT","911 LINE","2020-04-07T00:00:00","10:44:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","34","Black"
